,index,Scotland,East Anglian Region,London Region,South Region,North Western Region,West Midlands Region,South West Region,East Midlands Region,South East Region,Wales,Yorkshire Region,North Region,Ireland,id_student,code_module,module_domain,module_presentation_length,term,year,num_of_prev_attempts,final_result,date_registration,disability,gender,age_band,highest_education,imd_band,studied_credits,b4_sum_clicks,half_sum_clicks,std_half_score
16633,18284,1,0,0,0,0,0,0,0,0,0,0,0,0,601757,4,1,268,0,0,0,1,-53.0,0,0,1,3,9.0,90,861.0,2240.0,96.2777777777778
16634,18285,0,0,0,0,0,0,0,0,0,0,1,0,0,601761,5,1,268,0,0,0,0,-58.0,0,0,0,2,1.0,60,628.0,763.0,30.0
16635,18286,1,0,0,0,0,0,0,0,0,0,0,0,0,601783,5,1,268,0,0,0,0,-25.0,0,1,0,3,6.0,60,0.0,0.0,0.0
16636,18287,0,0,0,0,1,0,0,0,0,0,0,0,0,601788,5,1,268,0,0,0,1,-57.0,0,0,0,1,4.0,90,243.0,1724.0,83.3333333333333
16637,18288,0,0,0,0,0,0,0,0,0,0,0,1,0,601803,1,0,262,0,1,0,0,-155.0,0,1,0,2,3.0,120,86.0,230.0,23.3333333333333
16638,18289,1,0,0,0,0,0,0,0,0,0,0,0,0,601808,5,1,268,0,0,0,1,-44.0,0,1,0,2,2.0,60,0.0,1451.0,78.3333333333333
16639,18293,0,0,0,0,0,0,0,0,1,0,0,0,0,601855,5,1,268,0,0,0,0,-57.0,0,0,1,1,3.0,60,0.0,0.0,0.0
16640,18294,0,0,0,1,0,0,0,0,0,0,0,0,0,601857,2,1,269,0,1,0,0,-155.0,1,1,0,1,6.0,120,0.0,0.0,0.0
16641,18295,0,0,0,1,0,0,0,0,0,0,0,0,0,601857,3,1,261,0,0,0,1,-56.0,1,1,0,1,6.0,150,410.0,2147.0,67.9166666666667
16642,18296,0,0,0,0,0,0,0,0,0,1,0,0,0,601862,1,0,234,1,1,0,1,-72.0,0,1,0,1,6.0,60,13.0,132.0,103.906976744186
16643,18297,0,1,0,0,0,0,0,0,0,0,0,0,0,601872,2,1,241,1,1,0,1,-138.0,0,0,1,2,4.0,60,46.0,746.0,37.625
16644,18298,0,0,0,1,0,0,0,0,0,0,0,0,0,601873,4,1,268,0,0,0,1,-31.0,0,0,0,3,4.0,30,36.0,474.0,88.3888888888889
16645,18299,0,0,0,0,0,0,0,0,0,1,0,0,0,601874,1,0,262,0,1,0,0,-4.0,0,1,1,1,1.0,60,0.0,821.0,67.6666666666667
16646,18300,0,0,0,0,0,0,1,0,0,0,0,0,0,601882,1,0,262,0,1,0,0,-113.0,1,1,0,2,2.0,120,0.0,0.0,0.0
16647,18301,0,0,0,0,0,1,0,0,0,0,0,0,0,601885,1,0,268,0,0,0,1,-58.0,0,1,0,2,0.0,60,0.0,277.0,54.3064516129032
16648,18302,0,0,0,0,0,0,1,0,0,0,0,0,0,601887,1,0,268,0,0,0,1,-58.0,0,1,0,1,3.0,60,0.0,216.0,65.6935483870968
16649,18304,1,0,0,0,0,0,0,0,0,0,0,0,0,601896,1,0,268,0,0,0,0,-53.0,0,1,0,1,2.0,60,0.0,238.0,65.5967741935484
16650,18306,0,0,0,0,0,1,0,0,0,0,0,0,0,601930,1,0,262,0,1,0,0,-81.0,0,1,0,1,0.0,60,15.0,38.0,17.6666666666667
16651,18307,0,0,0,0,1,0,0,0,0,0,0,0,0,601934,1,0,268,0,0,0,0,-52.0,0,1,1,1,0.0,180,20.0,772.0,14.3709677419355
16652,18309,1,0,0,0,0,0,0,0,0,0,0,0,0,601949,2,1,241,1,1,0,1,-22.0,0,0,1,3,4.0,30,5.0,964.0,41.975
16653,18310,0,0,0,0,0,1,0,0,0,0,0,0,0,601951,1,0,268,0,0,0,0,-52.0,0,1,0,1,1.0,60,34.0,932.0,44.5322580645161
16654,18311,0,0,0,0,0,0,0,1,0,0,0,0,0,601952,5,1,268,0,0,0,1,-32.0,0,1,0,1,0.0,60,38.0,562.0,61.0
16655,18312,0,1,0,0,0,0,0,0,0,0,0,0,0,601956,2,1,269,0,1,0,0,-155.0,0,0,0,2,4.0,60,55.0,443.0,30.425
16656,18313,0,1,0,0,0,0,0,0,0,0,0,0,0,601956,3,1,241,1,1,0,1,-134.0,0,0,0,2,4.0,60,0.0,581.0,60.125
16657,18315,0,0,0,0,0,0,1,0,0,0,0,0,0,601983,1,0,262,0,1,0,0,-129.0,0,1,1,2,9.0,60,86.0,1048.0,61.3333333333333
16658,18320,0,0,0,0,0,0,0,0,0,1,0,0,0,602009,1,0,268,0,0,0,1,-58.0,0,1,0,3,5.0,60,37.0,166.0,80.241935483871
16659,18321,1,0,0,0,0,0,0,0,0,0,0,0,0,602011,1,0,268,0,0,0,0,-25.0,1,1,0,1,3.0,120,0.0,0.0,0.0
16660,18322,1,0,0,0,0,0,0,0,0,0,0,0,0,602011,1,0,234,1,1,1,0,-85.0,1,1,0,1,3.0,120,8.0,201.0,44.3488372093023
16661,18323,0,0,0,0,0,0,0,0,0,1,0,0,0,602014,1,0,268,0,0,0,1,-35.0,0,1,0,1,1.0,60,16.0,1067.0,46.1774193548387
16662,18326,0,0,0,0,0,0,0,1,0,0,0,0,0,602029,3,1,262,0,1,0,1,-122.0,0,1,1,1,7.0,60,52.0,2475.0,72.6
16663,18327,1,0,0,0,0,0,0,0,0,0,0,0,0,602030,2,1,241,1,1,0,0,-58.0,0,0,0,1,6.0,60,29.0,901.0,17.7
16664,18328,1,0,0,0,0,0,0,0,0,0,0,0,0,602030,2,1,269,0,1,1,0,-114.0,0,0,0,1,6.0,30,19.0,205.0,12.65
16665,18329,0,1,0,0,0,0,0,0,0,0,0,0,0,602032,1,0,268,0,0,0,0,-57.0,0,1,0,1,6.0,60,0.0,62.0,4.83870967741935
16666,18330,0,0,0,0,0,0,0,0,1,0,0,0,0,602037,4,1,268,0,0,0,0,-29.0,0,0,0,1,6.0,30,0.0,0.0,0.0
16667,18333,0,0,0,0,0,0,0,0,1,0,0,0,0,602053,5,1,268,0,0,0,0,-57.0,0,0,0,2,6.0,60,140.0,936.0,60.0
16668,18335,0,0,0,0,1,0,0,0,0,0,0,0,0,602066,1,0,268,0,0,0,1,-35.0,0,0,0,2,5.0,120,14.0,294.0,70.8870967741936
16669,18337,0,1,0,0,0,0,0,0,0,0,0,0,0,602097,5,1,268,0,0,0,0,-29.0,1,0,0,2,8.0,60,7.0,305.0,17.0
16670,18339,0,0,1,0,0,0,0,0,0,0,0,0,0,602107,2,1,241,1,1,0,0,-22.0,0,0,0,3,8.0,60,8.0,365.0,26.875
16671,18340,0,0,1,0,0,0,0,0,0,0,0,0,0,602107,4,1,241,1,1,0,0,-22.0,0,0,0,3,8.0,60,4.0,434.0,47.8888888888889
16672,18341,0,0,0,0,0,0,0,0,0,0,0,0,1,602109,1,0,262,0,1,0,0,-25.0,0,1,1,1,6.0,60,25.0,86.0,58.0
16673,18342,0,0,0,0,1,0,0,0,0,0,0,0,0,602111,5,1,268,0,0,0,0,-25.0,1,0,0,1,3.0,60,91.0,442.0,13.3333333333333
16674,18343,0,0,0,1,0,0,0,0,0,0,0,0,0,602123,2,1,269,0,1,0,0,-123.0,0,0,0,1,7.0,90,0.0,627.0,38.625
16675,18344,0,0,0,0,0,0,1,0,0,0,0,0,0,602133,2,1,241,1,1,0,1,-156.0,0,0,0,2,6.0,60,64.0,750.0,35.775
16676,18345,0,0,0,0,0,0,1,0,0,0,0,0,0,602133,4,1,268,0,0,0,1,-37.0,0,0,0,2,6.0,60,128.0,2346.0,86.2222222222222
16677,18346,0,0,0,0,0,0,0,0,0,0,0,0,1,602147,1,0,268,0,0,0,1,-18.0,0,1,0,1,0.0,60,15.0,50.0,64.6612903225806
16678,18347,0,0,1,0,0,0,0,0,0,0,0,0,0,602150,2,1,241,1,1,0,0,-50.0,0,0,0,2,2.0,90,0.0,0.0,0.0
16679,18348,0,0,1,0,0,0,0,0,0,0,0,0,0,602150,4,1,241,1,1,1,0,-50.0,0,0,0,2,2.0,90,113.0,336.0,21.7777777777778
16680,18349,0,0,1,0,0,0,0,0,0,0,0,0,0,602150,4,1,269,0,1,2,0,-72.0,0,0,0,2,2.0,30,0.0,0.0,0.0
16681,18350,0,1,0,0,0,0,0,0,0,0,0,0,0,602151,2,1,269,0,1,0,1,-37.0,0,0,0,2,1.0,60,0.0,544.0,91.95
16682,18351,0,0,1,0,0,0,0,0,0,0,0,0,0,602152,5,1,268,0,0,0,0,-46.0,0,0,0,2,2.0,120,0.0,0.0,0.0
16683,18354,1,0,0,0,0,0,0,0,0,0,0,0,0,602185,3,1,262,0,1,0,1,-60.0,0,0,0,3,5.0,90,241.0,529.0,77.5
16684,18355,0,1,0,0,0,0,0,0,0,0,0,0,0,602228,3,1,241,1,1,0,0,-109.0,0,0,0,2,7.0,60,70.0,280.0,60.75
16685,18356,0,0,0,0,0,1,0,0,0,0,0,0,0,602233,4,1,268,0,0,0,1,-22.0,0,0,0,3,9.0,60,119.0,1589.0,91.6111111111111
16686,18357,1,0,0,0,0,0,0,0,0,0,0,0,0,602244,4,1,268,0,0,0,0,-53.0,0,0,0,3,2.0,60,0.0,0.0,0.0
16687,18358,1,0,0,0,0,0,0,0,0,0,0,0,0,602245,1,0,268,0,0,0,1,-45.0,0,1,1,1,1.0,60,139.0,6752.0,65.758064516129
16688,18359,0,0,0,0,0,0,0,0,0,0,1,0,0,602268,4,1,268,0,0,0,1,-35.0,0,0,0,2,6.0,60,51.0,804.0,56.3888888888889
16689,18360,0,0,0,0,0,0,0,0,0,0,1,0,0,602269,2,1,241,1,1,0,0,-17.0,0,0,0,3,2.0,60,0.0,213.0,62.725
16690,18361,0,0,0,0,0,0,0,0,0,0,1,0,0,602269,4,1,268,0,0,0,1,-25.0,0,0,0,3,2.0,60,15.0,469.0,84.2777777777778
16691,18362,0,1,0,0,0,0,0,0,0,0,0,0,0,602275,4,1,268,0,0,0,1,-51.0,0,0,0,2,1.0,60,34.0,1345.0,83.8333333333333
16692,18366,0,0,0,0,0,0,0,0,0,0,1,0,0,602312,3,1,261,0,0,0,0,-64.0,1,0,0,2,4.0,120,32.0,236.0,9.16666666666667
16693,18367,0,0,0,0,0,0,0,0,0,0,1,0,0,602312,5,1,268,0,0,0,1,-57.0,1,0,0,2,4.0,120,1.0,2154.0,48.0
16694,18369,0,0,1,0,0,0,0,0,0,0,0,0,0,602320,5,1,268,0,0,0,0,-57.0,0,0,1,2,5.0,120,0.0,114.0,13.0
16695,18370,1,0,0,0,0,0,0,0,0,0,0,0,0,602324,1,0,268,0,0,0,0,-56.0,0,1,0,3,3.0,60,0.0,154.0,32.1774193548387
16696,18371,0,0,0,0,0,0,0,0,0,0,0,1,0,602344,5,1,268,0,0,0,0,-22.0,0,0,0,1,1.0,90,41.0,847.0,21.3333333333333
16697,18372,0,0,0,0,0,0,0,0,0,1,0,0,0,602356,3,1,261,0,0,0,1,-38.0,0,1,0,2,9.0,60,113.0,311.0,77.5833333333333
16698,18374,0,0,0,0,0,1,0,0,0,0,0,0,0,602365,3,1,241,1,1,0,1,-144.0,0,0,0,1,3.0,60,4.0,403.0,70.5833333333333
16699,18375,0,0,1,0,0,0,0,0,0,0,0,0,0,602389,4,1,268,0,0,0,0,-46.0,0,1,1,2,4.0,60,15.0,1177.0,48.5555555555556
16700,18376,0,1,0,0,0,0,0,0,0,0,0,0,0,602395,1,0,268,0,0,0,1,-56.0,0,1,0,1,9.0,90,51.0,245.0,62.4516129032258
16701,18377,0,0,0,0,0,1,0,0,0,0,0,0,0,602398,2,1,241,1,1,0,0,-175.0,0,0,0,2,3.0,60,59.0,233.0,3.0
16702,18378,0,0,0,0,0,1,0,0,0,0,0,0,0,602398,4,1,268,0,0,0,0,-56.0,0,0,0,2,3.0,60,229.0,751.0,92.1666666666667
16703,18380,0,0,0,0,0,0,0,0,1,0,0,0,0,602404,3,1,261,0,0,0,1,-29.0,1,1,0,2,6.0,60,81.0,483.0,81.3333333333333
16704,18381,0,0,0,0,0,0,0,1,0,0,0,0,0,602406,5,1,268,0,0,0,0,-38.0,0,0,1,2,1.0,120,0.0,0.0,0.0
16705,18382,0,0,0,0,1,0,0,0,0,0,0,0,0,602413,3,1,261,0,0,0,0,-39.0,0,0,0,3,8.0,90,0.0,0.0,0.0
16706,18383,0,1,0,0,0,0,0,0,0,0,0,0,0,602424,4,1,268,0,0,0,1,-22.0,0,0,0,1,4.0,60,41.0,698.0,69.2777777777778
16707,18384,0,0,0,0,0,0,0,0,0,0,0,0,1,602448,1,0,262,0,1,1,0,16.0,0,1,0,2,7.0,60,0.0,0.0,0.0
16708,18385,0,0,0,0,0,0,0,0,0,0,0,1,0,602451,5,1,268,0,0,0,1,-45.0,0,0,1,2,1.0,60,65.0,870.0,52.6666666666667
16709,18386,0,0,0,0,0,1,0,0,0,0,0,0,0,602452,3,1,261,0,0,0,0,-63.0,0,0,0,1,0.0,60,0.0,0.0,0.0
16710,18387,0,0,0,0,0,0,0,0,0,0,0,0,1,602453,3,1,261,0,0,0,0,-59.0,0,1,0,2,4.0,120,53.0,91.0,9.83333333333333
16711,18388,0,0,1,0,0,0,0,0,0,0,0,0,0,602454,3,1,241,1,1,0,1,-85.0,0,1,0,1,1.0,120,9.0,167.0,53.0833333333333
16712,18389,1,0,0,0,0,0,0,0,0,0,0,0,0,602458,1,0,268,0,0,0,1,-46.0,0,1,1,3,2.0,60,77.0,454.0,86.6451612903226
16713,18390,0,0,0,0,0,0,0,0,1,0,0,0,0,602468,5,1,268,0,0,0,1,-56.0,0,0,1,1,1.0,90,61.0,781.0,52.6666666666667
16714,18391,0,0,0,0,0,0,0,0,0,1,0,0,0,602469,5,1,268,0,0,0,1,-50.0,0,1,0,2,8.0,60,193.0,2739.0,59.6666666666667
16715,18393,0,0,1,0,0,0,0,0,0,0,0,0,0,602471,1,0,262,0,1,0,1,-81.0,0,0,1,1,0.0,60,0.0,1088.0,69.6666666666667
16716,18394,0,1,0,0,0,0,0,0,0,0,0,0,0,602483,1,0,268,0,0,0,0,-29.0,0,1,0,1,7.0,60,1.0,130.0,30.5161290322581
16717,18395,0,0,0,0,0,0,0,0,0,0,1,0,0,602496,1,0,268,0,0,0,1,-32.0,0,1,0,3,0.0,60,5.0,193.0,77.1774193548387
16718,18396,1,0,0,0,0,0,0,0,0,0,0,0,0,602502,5,1,268,0,0,0,0,-29.0,1,0,0,2,7.0,120,27.0,497.0,21.0
16719,18397,1,0,0,0,0,0,0,0,0,0,0,0,0,602502,5,1,269,0,1,1,0,-144.0,1,0,0,2,7.0,120,0.0,0.0,0.0
16720,18398,0,0,0,0,0,0,1,0,0,0,0,0,0,602511,5,1,268,0,0,0,1,-44.0,0,1,0,1,3.0,60,22.0,4064.0,80.6666666666667
16721,18399,0,1,0,0,0,0,0,0,0,0,0,0,0,602516,5,1,268,0,0,0,1,-31.0,0,1,0,2,5.0,60,129.0,2127.0,79.6666666666667
16722,18400,0,1,0,0,0,0,0,0,0,0,0,0,0,602528,3,1,262,0,1,0,1,-35.0,0,0,1,3,9.0,60,5.0,388.0,84.5
16723,18402,0,0,0,0,1,0,0,0,0,0,0,0,0,616862,3,1,241,1,1,0,0,-59.0,1,1,0,2,3.0,60,0.0,0.0,0.0
16724,18403,0,0,0,0,0,1,0,0,0,0,0,0,0,602533,2,1,269,0,1,0,1,-49.0,1,0,0,2,2.0,60,19.0,364.0,91.65
16725,18404,0,0,0,0,0,1,0,0,0,0,0,0,0,602533,3,1,241,1,1,0,1,-148.0,1,0,0,2,2.0,60,25.0,281.0,75.9166666666667
16726,18405,1,0,0,0,0,0,0,0,0,0,0,0,0,602569,5,1,268,0,0,0,0,-28.0,0,1,0,2,5.0,60,0.0,0.0,0.0
16727,18406,0,1,0,0,0,0,0,0,0,0,0,0,0,602570,1,0,262,0,1,2,0,-129.0,0,1,0,2,2.0,120,0.0,244.0,48.3333333333333
16728,18407,0,0,0,0,0,0,0,0,0,0,1,0,0,602571,5,1,241,1,1,0,0,-175.0,0,0,0,1,2.0,60,75.0,703.0,37.5
16729,18409,1,0,0,0,0,0,0,0,0,0,0,0,0,602577,5,1,268,0,0,0,1,-45.0,0,0,0,2,9.0,60,140.0,4309.0,53.3333333333333
16730,18410,1,0,0,0,0,0,0,0,0,0,0,0,0,602585,2,1,241,1,1,0,0,-43.0,0,0,0,2,8.0,90,0.0,0.0,0.0
16731,18411,1,0,0,0,0,0,0,0,0,0,0,0,0,602585,2,1,269,0,1,1,0,-25.0,0,0,0,2,8.0,60,0.0,0.0,0.0
16732,18412,0,0,0,0,0,0,0,0,0,0,1,0,0,602592,5,1,268,0,0,0,0,-30.0,0,1,0,1,0.0,60,0.0,0.0,0.0
16733,18413,0,0,0,1,0,0,0,0,0,0,0,0,0,602594,5,1,269,0,1,0,1,-36.0,0,0,0,1,6.0,60,155.0,1977.0,76.5
16734,18414,0,0,0,1,0,0,0,0,0,0,0,0,0,602595,3,1,261,0,0,0,1,-50.0,0,1,0,2,6.0,60,39.0,688.0,70.5833333333333
16735,18415,0,1,0,0,0,0,0,0,0,0,0,0,0,602598,1,0,268,0,0,0,0,-53.0,0,1,0,1,5.0,120,0.0,3.0,3.62903225806452
16736,18416,1,0,0,0,0,0,0,0,0,0,0,0,0,602600,5,1,268,0,0,0,0,-37.0,0,0,0,1,0.0,60,41.0,622.0,9.0
16737,18420,0,0,0,0,0,0,0,0,0,0,0,0,1,602631,1,0,268,0,0,0,0,-31.0,0,1,1,2,0.0,60,0.0,0.0,0.0
16738,18421,0,0,0,0,0,0,0,0,0,0,1,0,0,602634,1,0,268,0,0,0,0,-29.0,0,1,0,2,9.0,120,0.0,78.0,5.7258064516129
16739,18422,0,1,0,0,0,0,0,0,0,0,0,0,0,602652,1,0,268,0,0,0,0,-45.0,0,1,0,1,8.0,60,0.0,38.0,5.56451612903226
16740,18425,1,0,0,0,0,0,0,0,0,0,0,0,0,602659,4,1,268,0,0,0,0,-42.0,0,0,0,2,7.0,60,0.0,0.0,0.0
16741,18426,0,0,0,0,0,0,0,0,0,1,0,0,0,602663,4,1,268,0,0,0,1,-29.0,0,0,0,1,9.0,60,29.0,1005.0,87.2222222222222
16742,18427,0,0,0,0,0,0,0,0,1,0,0,0,0,602666,1,0,268,0,0,0,0,-53.0,1,1,0,2,2.0,120,0.0,0.0,0.0
16743,18428,0,0,0,0,0,0,0,0,1,0,0,0,0,602666,1,0,262,0,1,1,1,-45.0,1,1,0,2,2.0,90,34.0,25.0,73.6666666666667
16744,18429,0,0,0,1,0,0,0,0,0,0,0,0,0,602669,5,1,268,0,0,0,1,-35.0,0,0,1,2,5.0,90,28.0,3274.0,90.3333333333333
16745,18430,0,0,0,0,0,0,0,1,0,0,0,0,0,602672,5,1,268,0,0,0,0,-53.0,0,0,0,1,6.0,180,0.0,0.0,0.0
16746,18431,0,0,0,0,0,0,0,1,0,0,0,0,0,602672,5,1,241,1,1,1,0,-89.0,0,0,0,1,6.0,180,1.0,430.0,77.5
16747,18432,0,0,0,0,0,0,0,0,0,1,0,0,0,602681,5,1,241,1,1,0,1,-23.0,0,0,0,3,3.0,60,66.0,481.0,90.5
16748,18433,1,0,0,0,0,0,0,0,0,0,0,0,0,602683,2,1,269,0,1,0,1,-102.0,0,1,1,3,5.0,60,109.0,2559.0,98.9
16749,18434,0,0,1,0,0,0,0,0,0,0,0,0,0,602692,3,1,261,0,0,0,0,-42.0,1,1,0,2,1.0,120,0.0,0.0,0.0
16750,18435,0,0,0,0,0,0,0,1,0,0,0,0,0,602696,1,0,262,0,1,0,1,-153.0,0,1,1,2,8.0,60,1.0,583.0,77.3333333333333
16751,18436,0,0,0,0,0,0,0,0,1,0,0,0,0,602703,2,1,241,1,1,0,0,-170.0,0,0,0,2,5.0,60,0.0,436.0,21.025
16752,18437,0,0,1,0,0,0,0,0,0,0,0,0,0,617647,5,1,241,1,1,0,0,-92.0,0,0,0,0,0.0,120,0.0,0.0,0.0
16753,18438,0,0,0,0,0,0,0,0,1,0,0,0,0,602703,4,1,268,0,0,0,1,-51.0,0,0,0,2,5.0,60,15.0,1088.0,92.0
16754,18439,0,0,0,0,0,0,0,0,1,0,0,0,0,602706,3,1,261,0,0,0,0,-59.0,0,0,0,1,6.0,60,0.0,0.0,0.0
16755,18440,0,0,0,0,0,0,0,0,0,1,0,0,0,602707,4,1,269,0,1,0,1,-73.0,0,0,0,2,8.0,60,11.0,1373.0,87.2777777777778
16756,18442,1,0,0,0,0,0,0,0,0,0,0,0,0,602713,5,1,268,0,0,0,1,-29.0,0,0,0,3,2.0,90,478.0,2969.0,94.6666666666667
16757,18443,1,0,0,0,0,0,0,0,0,0,0,0,0,602718,2,1,241,1,1,0,0,-163.0,0,0,0,4,5.0,60,7.0,319.0,39.825
16758,18444,1,0,0,0,0,0,0,0,0,0,0,0,0,602718,4,1,268,0,0,0,1,-44.0,0,0,0,4,5.0,60,33.0,720.0,89.3333333333333
16759,18445,0,1,0,0,0,0,0,0,0,0,0,0,0,602719,5,1,268,0,0,0,1,-32.0,0,0,0,2,8.0,120,4.0,368.0,55.0
16760,18446,0,0,0,1,0,0,0,0,0,0,0,0,0,602721,4,1,241,1,1,0,1,-25.0,0,0,0,3,8.0,30,295.0,1182.0,95.7222222222222
16761,18447,0,0,0,0,1,0,0,0,0,0,0,0,0,602725,3,1,261,0,0,0,0,-36.0,0,0,0,1,8.0,120,34.0,193.0,34.1666666666667
16762,18448,0,0,0,0,0,0,0,0,0,0,1,0,0,602729,3,1,261,0,0,0,0,-51.0,0,0,0,2,4.0,60,113.0,615.0,62.2916666666667
16763,18449,0,0,0,0,0,1,0,0,0,0,0,0,0,602734,5,1,268,0,0,0,0,-32.0,0,0,0,3,1.0,150,0.0,241.0,44.3333333333333
16764,18450,0,0,0,0,1,0,0,0,0,0,0,0,0,602739,1,0,268,0,0,0,0,-53.0,0,1,0,1,5.0,60,72.0,298.0,21.758064516129
16765,18451,1,0,0,0,0,0,0,0,0,0,0,0,0,602745,4,1,269,0,1,0,0,-123.0,0,0,0,3,6.0,30,0.0,0.0,0.0
16766,18452,0,0,0,0,1,0,0,0,0,0,0,0,0,602767,1,0,268,0,0,0,0,-53.0,0,1,0,1,0.0,60,15.0,388.0,21.5806451612903
16767,18454,0,0,0,0,0,0,0,1,0,0,0,0,0,602777,5,1,268,0,0,0,1,-36.0,0,0,0,2,8.0,150,4.0,1389.0,78.3333333333333
16768,18455,0,0,1,0,0,0,0,0,0,0,0,0,0,602779,1,0,262,0,1,0,1,-30.0,0,1,1,0,5.0,300,50.0,576.0,64.3333333333333
16769,18457,0,0,0,0,0,0,0,0,1,0,0,0,0,602781,5,1,268,0,0,0,0,-53.0,1,0,0,2,5.0,120,0.0,0.0,0.0
16770,18458,0,0,0,1,0,0,0,0,0,0,0,0,0,602783,3,1,261,0,0,0,1,-56.0,0,0,0,2,8.0,60,466.0,1749.0,86.0416666666667
16771,18459,0,0,1,0,0,0,0,0,0,0,0,0,0,602792,5,1,268,0,0,0,0,-45.0,0,0,0,1,1.0,60,72.0,1131.0,57.3333333333333
16772,18460,0,0,0,0,0,1,0,0,0,0,0,0,0,602803,1,0,268,0,0,0,0,-52.0,0,1,0,3,4.0,60,15.0,490.0,23.9677419354839
16773,18461,0,1,0,0,0,0,0,0,0,0,0,0,0,602806,2,1,269,0,1,0,0,-150.0,0,1,0,2,4.0,150,0.0,0.0,0.0
16774,18463,0,0,0,0,0,0,0,0,0,0,1,0,0,602815,1,0,234,1,1,0,0,-47.0,0,1,0,1,3.0,60,0.0,105.0,71.5348837209302
16775,18464,0,0,1,0,0,0,0,0,0,0,0,0,0,602816,4,1,268,0,0,0,0,-52.0,0,0,0,2,3.0,60,335.0,1162.0,14.2222222222222
16776,18465,0,0,0,0,0,1,0,0,0,0,0,0,0,602818,5,1,241,1,1,0,0,-131.0,0,0,0,1,3.0,120,29.0,1123.0,59.0
16777,18467,0,1,0,0,0,0,0,0,0,0,0,0,0,602826,1,0,268,0,0,0,0,-53.0,0,1,0,2,9.0,240,150.0,658.0,80.0967741935484
16778,18468,0,0,0,0,0,1,0,0,0,0,0,0,0,602827,2,1,269,0,1,0,0,-101.0,0,0,0,1,5.0,60,1.0,336.0,30.025
16779,18469,0,0,0,0,0,1,0,0,0,0,0,0,0,602827,4,1,268,0,0,0,1,-29.0,0,0,0,1,5.0,60,103.0,1302.0,91.0
16780,18470,0,0,0,1,0,0,0,0,0,0,0,0,0,602830,4,1,269,0,1,0,1,-60.0,0,0,0,3,3.0,60,76.0,822.0,93.7777777777778
16781,18472,0,0,0,0,0,1,0,0,0,0,0,0,0,602854,5,1,241,1,1,0,1,-75.0,0,0,0,1,8.0,90,119.0,3056.0,83.5
16782,18473,0,1,0,0,0,0,0,0,0,0,0,0,0,602856,2,1,269,0,1,0,0,-121.0,0,1,0,3,5.0,60,174.0,1504.0,4.45
16783,18474,0,1,0,0,0,0,0,0,0,0,0,0,0,602856,3,1,261,0,0,0,1,-59.0,0,1,0,3,5.0,60,429.0,2424.0,90.9583333333333
16784,18476,1,0,0,0,0,0,0,0,0,0,0,0,0,602862,5,1,241,1,1,0,1,-28.0,0,1,0,3,3.0,60,239.0,2515.0,82.5
16785,18477,0,0,0,0,1,0,0,0,0,0,0,0,0,602863,1,0,268,0,0,0,0,-31.0,0,1,0,1,1.0,60,0.0,0.0,0.0
16786,18478,0,0,1,0,0,0,0,0,0,0,0,0,0,602865,1,0,262,0,1,0,1,-157.0,0,1,0,2,1.0,60,166.0,1160.0,66.6666666666667
16787,18479,0,1,0,0,0,0,0,0,0,0,0,0,0,602891,2,1,241,1,1,0,0,-41.0,1,1,0,2,7.0,210,0.0,0.0,0.0
16788,18480,1,0,0,0,0,0,0,0,0,0,0,0,0,602895,5,1,268,0,0,0,0,-49.0,0,1,0,3,5.0,90,0.0,903.0,59.6666666666667
16789,18481,0,0,1,0,0,0,0,0,0,0,0,0,0,602898,1,0,234,1,1,0,0,-154.0,0,1,0,1,5.0,60,0.0,131.0,5.69767441860465
16790,18482,0,0,0,0,0,0,0,0,0,0,1,0,0,602902,2,1,241,1,1,0,1,-24.0,0,1,0,1,8.0,90,15.0,1017.0,87.625
16791,18483,0,0,0,0,0,0,0,0,0,0,1,0,0,602902,3,1,261,0,0,0,1,-60.0,0,1,0,1,8.0,90,278.0,883.0,92.0
16792,18484,0,0,0,0,0,0,0,0,0,0,1,0,0,602913,2,1,241,1,1,0,1,-25.0,0,1,1,2,3.0,90,0.0,330.0,85.55
16793,18485,0,0,0,1,0,0,0,0,0,0,0,0,0,602929,1,0,234,1,1,0,0,-128.0,0,1,0,1,6.0,60,5.0,123.0,57.0
16794,18486,0,1,0,0,0,0,0,0,0,0,0,0,0,602943,1,0,262,0,1,1,1,-53.0,0,0,0,1,5.0,60,18.0,415.0,84.0
16795,18487,0,0,0,0,1,0,0,0,0,0,0,0,0,602944,4,1,268,0,0,0,0,-51.0,1,0,0,2,7.0,60,0.0,0.0,0.0
16796,18488,0,0,0,1,0,0,0,0,0,0,0,0,0,602948,5,1,268,0,0,0,1,-49.0,0,0,1,2,7.0,90,58.0,1903.0,81.3333333333333
16797,18489,0,0,0,0,0,0,0,1,0,0,0,0,0,602971,1,0,268,0,0,0,0,-53.0,0,1,0,2,0.0,60,0.0,0.0,0.0
16798,18490,1,0,0,0,0,0,0,0,0,0,0,0,0,602973,2,1,269,0,1,0,1,-101.0,0,1,0,1,2.0,60,182.0,603.0,88.825
16799,18491,1,0,0,0,0,0,0,0,0,0,0,0,0,602986,3,1,261,0,0,0,0,-39.0,0,0,1,2,9.0,120,0.0,0.0,0.0
16800,18492,0,0,0,0,1,0,0,0,0,0,0,0,0,602991,1,0,234,1,1,0,1,-107.0,0,1,1,2,8.0,60,419.0,2268.0,119.186046511628
